Race,Driver,LapNumber,LapTime,Compound,Compound2,TyreLife,Position,Speedl1,Speedl2,SpeedFL,SpeedST,AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall,RainFall2
Bahrain Grand Prix,SAI,1,0 days 00:01:40.620000,SOFT,0,4,5,233,249,280,256,18.3,23.8,49,0.9,FALSE,0
Bahrain Grand Prix,SAI,2,0 days 00:01:37.236000,SOFT,0,5,5,235,244,279,297,18.3,23.8,49,1.5,FALSE,0
Bahrain Grand Prix,SAI,3,0 days 00:01:37.080000,SOFT,0,6,5,233,246,280,300,18.3,23.8,49,1,FALSE,0
Bahrain Grand Prix,SAI,4,0 days 00:01:37.264000,SOFT,0,7,5,234,245,285,304,18.3,23.6,49,0.7,FALSE,0
Bahrain Grand Prix,SAI,5,0 days 00:01:38.032000,SOFT,0,8,5,232,245,286,324,18.3,23.5,50,1.5,FALSE,0
Bahrain Grand Prix,SAI,6,0 days 00:01:37.741000,SOFT,0,9,5,233,243,286,325,18.3,23.5,49,0.6,FALSE,0
Bahrain Grand Prix,SAI,7,0 days 00:01:38.260000,SOFT,0,10,5,234,242,286,326,18.3,23.7,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,8,0 days 00:01:38.183000,SOFT,0,11,5,232,246,287,316,18.2,23.7,50,1.1,FALSE,0
Bahrain Grand Prix,SAI,9,0 days 00:01:38.030000,SOFT,0,12,5,234,247,285,323,18.2,23.5,50,0.6,FALSE,0
Bahrain Grand Prix,SAI,10,0 days 00:01:37.608000,SOFT,0,13,5,233,248,287,319,18.2,23.5,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,11,0 days 00:01:37.656000,SOFT,0,14,3,232,252,280,324,18.2,23.4,50,0.6,FALSE,0
Bahrain Grand Prix,SAI,12,0 days 00:01:37.650000,SOFT,0,15,2,235.2631579,248,277,299,18.3,23.6,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,13,0 days 00:01:37.243000,SOFT,0,16,2,233,250,277,298,18.3,23.5,50,0.4,FALSE,0
Bahrain Grand Prix,SAI,14,0 days 00:01:39.753000,SOFT,0,17,2,235,258,235.2631579,235.2631579,18.2,23.3,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,15,0 days 00:01:57.225000,HARD,3,1,7,236,252,286,220,18.1,23.3,50,0,FALSE,0
Bahrain Grand Prix,SAI,16,0 days 00:01:36.376000,HARD,3,2,5,235.2631579,247,289,325,18.1,23.3,50,0.3,FALSE,0
Bahrain Grand Prix,SAI,17,0 days 00:01:35.507000,HARD,3,3,4,233,251,286,332,18.1,23.4,51,0.7,FALSE,0
Bahrain Grand Prix,SAI,18,0 days 00:01:36.088000,HARD,3,4,3,235.2631579,249,279,322,18.1,23.3,50,0,FALSE,0
Bahrain Grand Prix,SAI,19,0 days 00:01:36.236000,HARD,3,5,3,234,248,279,293,18.1,23.3,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,20,0 days 00:01:36.034000,HARD,3,6,3,235,252,279,297,18.1,23.2,50,0.7,FALSE,0
Bahrain Grand Prix,SAI,21,0 days 00:01:36.104000,HARD,3,7,3,235.2631579,252,279,298,18.1,23.1,50,0.7,FALSE,0
Bahrain Grand Prix,SAI,22,0 days 00:01:36.008000,HARD,3,8,3,235.2631579,253,280,299,18.1,23.2,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,23,0 days 00:01:36.149000,HARD,3,9,3,236,252,280,300,18.1,23,50,0.8,FALSE,0
Bahrain Grand Prix,SAI,24,0 days 00:01:36.200000,HARD,3,10,3,235.2631579,251,280,301,18.1,23,49,0.9,FALSE,0
Bahrain Grand Prix,SAI,25,0 days 00:01:36.220000,HARD,3,11,3,233,251,280,235.2631579,18.1,23,49,0.7,FALSE,0
Bahrain Grand Prix,SAI,26,0 days 00:01:36.221000,HARD,3,12,3,237,252,280,302,18.1,22.9,49,0,FALSE,0
Bahrain Grand Prix,SAI,27,0 days 00:01:36.272000,HARD,3,13,3,236,251,280,301,18.1,22.9,49,0.7,FALSE,0
Bahrain Grand Prix,SAI,28,0 days 00:01:36.534000,HARD,3,14,3,235.2631579,251,280,299,18.1,22.8,49,0.6,FALSE,0
Bahrain Grand Prix,SAI,29,0 days 00:01:36.600000,HARD,3,15,3,235.2631579,254,280,301,18,22.8,49,0.6,FALSE,0
Bahrain Grand Prix,SAI,30,0 days 00:01:36.337000,HARD,3,16,3,235.2631579,253,280,303,18,22.7,49,0.7,FALSE,0
Bahrain Grand Prix,SAI,31,0 days 00:01:36.537000,HARD,3,1,3,234,253,280,301,18,22.7,49,0.5,FALSE,0
Bahrain Grand Prix,SAI,32,0 days 00:01:36.762000,HARD,3,2,3,236,255,280,303,18,22.7,49,0.6,FALSE,0
Bahrain Grand Prix,SAI,33,0 days 00:01:36.556000,HARD,3,3,3,237,254,280,235.2631579,18,22.7,49,0.7,FALSE,0
Bahrain Grand Prix,SAI,34,0 days 00:01:36.551000,HARD,3,4,3,236,254,280,301,17.9,22.7,49,0,FALSE,0
Bahrain Grand Prix,SAI,35,0 days 00:01:39.274000,HARD,3,5,3,235.2631579,255,235.2631579,235.2631579,18,22.7,49,0.6,FALSE,0
Bahrain Grand Prix,SAI,36,0 days 00:01:55.620000,HARD,3,6,3,237,250,280,222,18,22.6,50,0.7,FALSE,0
Bahrain Grand Prix,SAI,37,0 days 00:01:35.302000,HARD,3,7,3,235.2631579,250,282,296,17.9,22.5,50,0.4,FALSE,0
Bahrain Grand Prix,SAI,38,0 days 00:01:35.100000,HARD,3,8,3,235.2631579,251,282,300,17.9,22.6,50,0.4,FALSE,0
Bahrain Grand Prix,SAI,39,0 days 00:01:34.709000,HARD,3,9,3,235.2631579,254,282,299,17.9,22.4,50,0.6,FALSE,0
Bahrain Grand Prix,SAI,40,0 days 00:01:34.739000,HARD,3,10,3,238,254,282,303,17.9,22.4,50,1,FALSE,0
Bahrain Grand Prix,SAI,41,0 days 00:01:35.041000,HARD,3,11,3,236,253,282,235.2631579,17.9,22.3,50,0.7,FALSE,0
Bahrain Grand Prix,SAI,42,0 days 00:01:34.861000,HARD,3,12,3,237,255,282,301,17.9,22.4,50,0,FALSE,0
Bahrain Grand Prix,SAI,43,0 days 00:01:34.795000,HARD,3,13,3,238,253,281,302,17.9,22.2,50,0.5,FALSE,0
Bahrain Grand Prix,SAI,44,0 days 00:01:34.507000,HARD,3,14,3,237,255,282,301,17.9,22.2,50,0.4,FALSE,0
Bahrain Grand Prix,SAI,45,0 days 00:01:34.790000,HARD,3,15,3,235.2631579,256,282,235.2631579,17.9,22.1,50,0,FALSE,0
Bahrain Grand Prix,SAI,46,0 days 00:01:34.853000,HARD,3,16,3,235.2631579,256,282,300,17.8,22,51,0,FALSE,0
Bahrain Grand Prix,SAI,47,0 days 00:01:34.901000,HARD,3,17,3,235.2631579,255,281,303,17.8,21.9,51,0.7,FALSE,0
Bahrain Grand Prix,SAI,48,0 days 00:01:34.981000,HARD,3,18,3,236,258,282,235.2631579,17.8,21.9,51,0.6,FALSE,0
Bahrain Grand Prix,SAI,49,0 days 00:01:35.440000,HARD,3,19,3,237,254,282,302,17.7,22,51,0.4,FALSE,0
Bahrain Grand Prix,SAI,50,0 days 00:01:35.142000,HARD,3,20,3,238,256,282,303,17.7,21.9,51,0.5,FALSE,0
Bahrain Grand Prix,SAI,51,0 days 00:01:35.282000,HARD,3,21,3,236,255,281,304,17.6,22,51,0.4,FALSE,0
Bahrain Grand Prix,SAI,52,0 days 00:01:35.083000,HARD,3,22,3,237,258,281,303,17.6,22,51,0.4,FALSE,0
Bahrain Grand Prix,SAI,53,0 days 00:01:35.211000,HARD,3,23,3,235.2631579,258,283,301,17.6,21.9,51,0.4,FALSE,0
Bahrain Grand Prix,SAI,54,0 days 00:01:35.309000,HARD,3,24,3,235.2631579,257,284,306,17.6,21.9,51,0.3,FALSE,0
Bahrain Grand Prix,SAI,55,0 days 00:01:35.407000,HARD,3,25,3,235.2631579,263,282,235.2631579,17.6,21.9,51,0.3,FALSE,0
Bahrain Grand Prix,SAI,56,0 days 00:01:35.305000,HARD,3,26,3,238,265,283,301,17.6,21.9,51,0.4,FALSE,0
Bahrain Grand Prix,SAI,57,0 days 00:01:35.327000,HARD,3,27,3,239,269,282,305,17.7,22,51,0,FALSE,0
Australian Grand Prix,SAI,1,0 days 00:01:28.375000,MEDIUM,1,1,2,269,293,288,242,20.4,38.8,45,1.1,FALSE,0
Australian Grand Prix,SAI,2,0 days 00:01:22.600000,MEDIUM,1,2,1,277,320,286,302,20.5,39,45,0.9,FALSE,0
Australian Grand Prix,SAI,3,0 days 00:01:23.006000,MEDIUM,1,3,1,266,288,287,285,20.6,39.3,44,0.8,FALSE,0
Australian Grand Prix,SAI,4,0 days 00:01:22.433000,MEDIUM,1,4,1,270,291,286,287,20.6,39.3,46,2.3,FALSE,0
Australian Grand Prix,SAI,5,0 days 00:01:22.629000,MEDIUM,1,5,1,252.7924528,292,287,252.7924528,20.6,38.9,45,1,FALSE,0
Australian Grand Prix,SAI,6,0 days 00:01:22.572000,MEDIUM,1,6,1,252.7924528,293,287,289,20.6,39.3,45,0.5,FALSE,0
Australian Grand Prix,SAI,7,0 days 00:01:22.434000,MEDIUM,1,7,1,272,295,287,290,20.6,39.3,44,0.5,FALSE,0
Australian Grand Prix,SAI,8,0 days 00:01:22.303000,MEDIUM,1,8,1,274,296,287,291,20.5,38.9,43,0.8,FALSE,0
Australian Grand Prix,SAI,9,0 days 00:01:22.025000,MEDIUM,1,9,1,273,295,288,290,20.5,39.1,43,1,FALSE,0
Australian Grand Prix,SAI,10,0 days 00:01:21.715000,MEDIUM,1,10,1,274,295,289,291,20.8,39,43,1.5,FALSE,0
Australian Grand Prix,SAI,11,0 days 00:01:21.938000,MEDIUM,1,11,1,275,299,288,294,20.7,38.8,44,1.3,FALSE,0
Australian Grand Prix,SAI,12,0 days 00:01:22.175000,MEDIUM,1,12,1,273,297,287,291,20.8,38.9,44,0.6,FALSE,0
Australian Grand Prix,SAI,13,0 days 00:01:22.205000,MEDIUM,1,13,1,252.7924528,297,288,252.7924528,20.9,39.1,43,1.1,FALSE,0
Australian Grand Prix,SAI,14,0 days 00:01:22.487000,MEDIUM,1,14,1,272,302,287,290,20.8,39.1,42,0.6,FALSE,0
Australian Grand Prix,SAI,15,0 days 00:01:22.620000,MEDIUM,1,15,1,273,302,286,289,20.8,39.2,43,0.7,FALSE,0
Australian Grand Prix,SAI,16,0 days 00:01:36.310000,MEDIUM,1,16,1,278,301,252.7924528,295,21,39.1,43,1,FALSE,0
Australian Grand Prix,SAI,17,0 days 00:01:43.765000,HARD,3,1,1,279,315,233,233,21,38.8,43,1.4,FALSE,0
Australian Grand Prix,SAI,18,0 days 00:01:29.930000,HARD,3,2,1,271,289,288,253,21,38.6,43,0.6,FALSE,0
Australian Grand Prix,SAI,19,0 days 00:01:21.811000,HARD,3,3,1,273,293,288,288,21,39.1,44,0.8,FALSE,0
Australian Grand Prix,SAI,20,0 days 00:01:21.602000,HARD,3,4,1,274,294,288,290,21,39.1,43,1,FALSE,0
Australian Grand Prix,SAI,21,0 days 00:01:21.931000,HARD,3,5,1,273,294,287,289,21,39,43,0.6,FALSE,0
Australian Grand Prix,SAI,22,0 days 00:01:21.471000,HARD,3,6,1,277,300,288,293,21,38.6,43,1.3,FALSE,0
Australian Grand Prix,SAI,23,0 days 00:01:21.531000,HARD,3,7,1,273,297,288,290,21.1,38.7,44,1.2,FALSE,0
Australian Grand Prix,SAI,24,0 days 00:01:21.458000,HARD,3,8,1,274,296,288,288,21.1,38.9,44,0.9,FALSE,0
Australian Grand Prix,SAI,25,0 days 00:01:21.243000,HARD,3,9,1,273,296,288,252.7924528,21.1,38.9,44,0.6,FALSE,0
Australian Grand Prix,SAI,26,0 days 00:01:21.078000,HARD,3,10,1,275,295,289,290,21.3,38.9,43,0.9,FALSE,0
Australian Grand Prix,SAI,27,0 days 00:01:21.457000,HARD,3,11,1,276,297,288,293,21.5,38.9,43,1.1,FALSE,0
Australian Grand Prix,SAI,28,0 days 00:01:21.440000,HARD,3,12,1,274,294,289,290,21.4,39.1,43,0.7,FALSE,0
Australian Grand Prix,SAI,29,0 days 00:01:21.489000,HARD,3,13,1,278,299,289,292,21.3,38.9,44,2,FALSE,0
Australian Grand Prix,SAI,30,0 days 00:01:21.623000,HARD,3,14,1,274,296,289,289,21.2,38.8,42,0.7,FALSE,0
Australian Grand Prix,SAI,31,0 days 00:01:21.282000,HARD,3,15,1,276,300,289,291,21.2,38.4,43,1.9,FALSE,0
Australian Grand Prix,SAI,32,0 days 00:01:21.205000,HARD,3,16,1,278,300,289,293,21.1,38.4,44,0.9,FALSE,0
Australian Grand Prix,SAI,33,0 days 00:01:21.495000,HARD,3,17,1,275,296,290,290,21.2,38.6,43,1.8,FALSE,0
Australian Grand Prix,SAI,34,0 days 00:01:21.717000,HARD,3,18,1,276,303,289,295,21.2,38.5,44,0.4,FALSE,0
Australian Grand Prix,SAI,35,0 days 00:01:21.721000,HARD,3,19,1,277,303,291,293,21.2,38.6,43,0,FALSE,0
Australian Grand Prix,SAI,36,0 days 00:01:22.018000,HARD,3,20,1,275,306,292,294,21.3,38.2,43,1,FALSE,0
Australian Grand Prix,SAI,37,0 days 00:01:21.971000,HARD,3,21,1,281,310,289,301,21.4,38.2,43,0.5,FALSE,0
Australian Grand Prix,SAI,38,0 days 00:01:21.412000,HARD,3,22,1,252.7924528,307,291,296,21.4,38.2,43,1.1,FALSE,0
Australian Grand Prix,SAI,39,0 days 00:01:21.554000,HARD,3,23,1,275,301,290,292,21.3,38,43,1,FALSE,0
Australian Grand Prix,SAI,40,0 days 00:01:21.443000,HARD,3,24,1,252.7924528,301,291,252.7924528,21.3,38.2,44,1,FALSE,0
Australian Grand Prix,SAI,41,0 days 00:01:35.510000,HARD,3,25,1,280,306,252.7924528,297,21.5,38.5,43,1.5,FALSE,0
Australian Grand Prix,SAI,42,0 days 00:01:27.215000,HARD,3,1,1,268,295,290,235,21.6,38,43,0.9,FALSE,0
Australian Grand Prix,SAI,43,0 days 00:01:20.730000,HARD,3,2,1,275,295,290,290,21.8,38,43,0.7,FALSE,0
Australian Grand Prix,SAI,44,0 days 00:01:20.767000,HARD,3,3,1,274,295,290,252.7924528,21.8,37.9,43,1.4,FALSE,0
Australian Grand Prix,SAI,45,0 days 00:01:20.223000,HARD,3,4,1,276,297,291,292,21.8,37.9,43,1.2,FALSE,0
Australian Grand Prix,SAI,46,0 days 00:01:20.374000,HARD,3,5,1,275,295,291,291,21.6,38.2,43,0.3,FALSE,0
Australian Grand Prix,SAI,47,0 days 00:01:20.203000,HARD,3,6,1,276,297,291,292,21.6,38.2,43,0.5,FALSE,0
Australian Grand Prix,SAI,48,0 days 00:01:20.031000,HARD,3,7,1,277,298,291,252.7924528,21.6,37.6,43,2.2,FALSE,0
Australian Grand Prix,SAI,49,0 days 00:01:20.281000,HARD,3,8,1,252.7924528,298,292,289,21.6,37.9,42,0.9,FALSE,0
Australian Grand Prix,SAI,50,0 days 00:01:20.450000,HARD,3,9,1,252.7924528,298,292,286,21.7,37.9,44,1.1,FALSE,0
Australian Grand Prix,SAI,51,0 days 00:01:20.083000,HARD,3,10,1,279,301,292,292,21.7,37.9,43,0.8,FALSE,0
Australian Grand Prix,SAI,52,0 days 00:01:20.209000,HARD,3,11,1,252.7924528,301,292,293,21.8,37.9,43,0.6,FALSE,0
Australian Grand Prix,SAI,53,0 days 00:01:20.615000,HARD,3,12,1,278,305,291,292,21.9,38.1,42,1.3,FALSE,0
Australian Grand Prix,SAI,54,0 days 00:01:20.582000,HARD,3,13,1,252.7924528,302,293,297,21.8,38,43,0.9,FALSE,0
Australian Grand Prix,SAI,55,0 days 00:01:20.753000,HARD,3,14,1,285,298,291,292,22,37.5,42,1.5,FALSE,0
Australian Grand Prix,SAI,56,0 days 00:01:21.098000,HARD,3,15,1,276,299,291,252.7924528,21.9,37.2,42,1.5,FALSE,0
Australian Grand Prix,SAI,57,0 days 00:01:20.882000,HARD,3,16,1,279,300,292,293,21.8,37.2,43,1.9,FALSE,0
Australian Grand Prix,SAI,58,0 days 00:01:51.363000,HARD,3,17,1,185,272,175,304,21.6,37.4,43,1.3,FALSE,0
Chinese Grand Prix,SAI,1,0 days 00:01:47.147000,MEDIUM,1,1,9,278,271,260,315,18.8,31.1,66,1.5,FALSE,0
Chinese Grand Prix,SAI,2,0 days 00:01:42.115000,MEDIUM,1,2,8,267,266,259,332,18.7,31.3,66,1.1,FALSE,0
Chinese Grand Prix,SAI,3,0 days 00:01:41.979000,MEDIUM,1,3,8,270,262,260,327,18.8,30.4,65,1,FALSE,0
Chinese Grand Prix,SAI,4,0 days 00:01:42.145000,MEDIUM,1,4,8,271,265,260,331,18.9,30.6,65,2.4,FALSE,0
Chinese Grand Prix,SAI,5,0 days 00:01:42.210000,MEDIUM,1,5,8,277,266,259,332,19,30.7,66,1.6,FALSE,0
Chinese Grand Prix,SAI,6,0 days 00:01:42.409000,MEDIUM,1,6,8,272,264,258,332,19,30.7,66,1.6,FALSE,0
Chinese Grand Prix,SAI,7,0 days 00:01:42.783000,MEDIUM,1,7,8,273,267,254,317,19,30.7,66,1,FALSE,0
Chinese Grand Prix,SAI,8,0 days 00:01:42.951000,MEDIUM,1,8,8,271,263,253,313,19,30.9,65,0.8,FALSE,0
Chinese Grand Prix,SAI,9,0 days 00:01:42.800000,MEDIUM,1,9,8,273,264,259,331,19,30.7,65,2.3,FALSE,0
Chinese Grand Prix,SAI,10,0 days 00:01:43.238000,MEDIUM,1,10,8,278,264,258,331,19,30.6,65,2.3,FALSE,0
Chinese Grand Prix,SAI,11,0 days 00:01:43.299000,MEDIUM,1,11,6,277,263,259,329,18.9,30.2,65,3.2,FALSE,0
Chinese Grand Prix,SAI,12,0 days 00:01:42.603000,MEDIUM,1,12,6,271,262,254,311,18.8,30.5,66,1,FALSE,0
Chinese Grand Prix,SAI,13,0 days 00:01:42.400000,MEDIUM,1,13,6,272,265,254,311,18.8,30.5,66,1.2,FALSE,0
Chinese Grand Prix,SAI,14,0 days 00:01:43.087000,MEDIUM,1,14,5,271,263,254,313,18.9,30.3,66,1.5,FALSE,0
Chinese Grand Prix,SAI,15,0 days 00:01:42.792000,MEDIUM,1,15,5,274,266,255,314,18.8,30.1,66,1,FALSE,0
Chinese Grand Prix,SAI,16,0 days 00:01:42.693000,MEDIUM,1,16,4,273,264,255,310,18.8,30.1,65,2.7,FALSE,0
Chinese Grand Prix,SAI,17,0 days 00:01:47.863000,MEDIUM,1,17,5,274,265,256.0495858,309,18.6,29.8,66,2.5,FALSE,0
Chinese Grand Prix,SAI,18,0 days 00:01:58.852000,HARD,3,1,9,270,267,256,326,18.6,29.7,66,1.6,FALSE,0
Chinese Grand Prix,SAI,19,0 days 00:01:39.764000,HARD,3,2,9,256.0495858,264,257,308,18.5,29.9,67,2.7,FALSE,0
Chinese Grand Prix,SAI,20,0 days 00:01:40.661000,HARD,3,3,9,274,267,261,331,18.6,29.9,66,3.1,FALSE,0
Chinese Grand Prix,SAI,21,0 days 00:01:55.808000,HARD,3,4,8,280,256,195,215,18.7,29.6,66,3.5,FALSE,0
Chinese Grand Prix,SAI,22,0 days 00:02:14.775000,HARD,3,5,8,187,224,192,250,18.6,29.5,66,2.5,FALSE,0
Chinese Grand Prix,SAI,23,0 days 00:02:13.108000,HARD,3,6,8,207,184,196,262,18.6,29.4,66,2.7,FALSE,0
Chinese Grand Prix,SAI,24,0 days 00:02:13.409000,HARD,3,7,6,263,247,254,250,18.6,29.7,67,1,FALSE,0
Chinese Grand Prix,SAI,25,0 days 00:02:16.459000,HARD,3,8,5,247,177,201,289,18.6,29.4,66,2,FALSE,0
Chinese Grand Prix,SAI,26,1 days 00:02:16.459000,HARD,3,9,5,238,224,255,109,18.7,29.6,66,2.8,FALSE,0
Chinese Grand Prix,SAI,27,0 days 00:01:52.235000,HARD,3,10,6,274,266,204,313,18.6,29.2,66,2.6,FALSE,0
Chinese Grand Prix,SAI,28,1 days 00:01:52.235000,HARD,3,11,6,113,224,188,228,18.6,29.2,66,1.5,FALSE,0
Chinese Grand Prix,SAI,29,0 days 00:02:25.926000,HARD,3,12,6,248,244,199,287,18.6,29.2,67,1.7,FALSE,0
Chinese Grand Prix,SAI,30,0 days 00:02:21.876000,HARD,3,13,6,227,224,168,273,18.5,29.1,67,1.7,FALSE,0
Chinese Grand Prix,SAI,31,0 days 00:02:24.652000,HARD,3,14,6,224,181,256,128,18.5,29.1,67,2.5,FALSE,0
Chinese Grand Prix,SAI,32,0 days 00:01:40.401000,HARD,3,15,6,276,267,256,311,18.5,28.8,66,1.8,FALSE,0
Chinese Grand Prix,SAI,33,0 days 00:01:40.048000,HARD,3,16,6,277,269,257,314,18.3,28.8,67,0.9,FALSE,0
Chinese Grand Prix,SAI,34,0 days 00:01:40.416000,HARD,3,17,6,276,268,256,312,18.3,28.9,67,2,FALSE,0
Chinese Grand Prix,SAI,35,0 days 00:01:40.311000,HARD,3,18,6,275,268,256,312,18.3,28.9,67,2,FALSE,0
Chinese Grand Prix,SAI,36,0 days 00:01:40.615000,HARD,3,19,6,274,266,256,310,18.4,28.7,67,1.7,FALSE,0
Chinese Grand Prix,SAI,37,0 days 00:01:40.726000,HARD,3,20,6,276,266,257,309,18.4,28.8,67,1.8,FALSE,0
Chinese Grand Prix,SAI,38,0 days 00:01:40.603000,HARD,3,21,6,256.0495858,267,257,310,18.4,28.5,67,2.2,FALSE,0
Chinese Grand Prix,SAI,39,0 days 00:01:40.497000,HARD,3,22,6,275,268,257,310,18.4,28.4,68,2.7,FALSE,0
Chinese Grand Prix,SAI,40,0 days 00:01:40.875000,HARD,3,23,6,274,267,257,309,18.4,28.3,68,1.3,FALSE,0
Chinese Grand Prix,SAI,41,0 days 00:01:40.299000,HARD,3,24,6,275,268,258,309,18.4,28.3,68,1.9,FALSE,0
Chinese Grand Prix,SAI,42,0 days 00:01:40.756000,HARD,3,25,6,256.0495858,266,258,308,18.4,28.1,67,1.5,FALSE,0
Chinese Grand Prix,SAI,43,0 days 00:01:40.345000,HARD,3,26,5,256.0495858,267,258,308,18.4,28.1,67,2.5,FALSE,0
Chinese Grand Prix,SAI,44,0 days 00:01:40.109000,HARD,3,27,5,274,268,257,307,18.4,27.9,67,2.4,FALSE,0
Chinese Grand Prix,SAI,45,0 days 00:01:40.220000,HARD,3,28,5,256.0495858,266,258,308,18.3,27.7,67,3,FALSE,0
Chinese Grand Prix,SAI,46,0 days 00:01:40.227000,HARD,3,29,5,275,267,258,308,18.2,27.6,67,1.7,FALSE,0
Chinese Grand Prix,SAI,47,0 days 00:01:40.602000,HARD,3,30,5,274,267,257,307,18.2,27.4,67,3.2,FALSE,0
Chinese Grand Prix,SAI,48,0 days 00:01:40.471000,HARD,3,31,5,275,267,258,307,18.2,27.9,68,2.3,FALSE,0
Chinese Grand Prix,SAI,49,0 days 00:01:40.109000,HARD,3,32,5,276,268,259,306,18.2,28,68,2,FALSE,0
Chinese Grand Prix,SAI,50,0 days 00:01:40.352000,HARD,3,33,5,274,267,258,307,18.2,27.7,68,3.3,FALSE,0
Chinese Grand Prix,SAI,51,0 days 00:01:40.239000,HARD,3,34,5,275,267,258,307,18.2,27.6,68,3.2,FALSE,0
Chinese Grand Prix,SAI,52,0 days 00:01:40.413000,HARD,3,35,5,276,267,258,308,18.2,27.6,68,1.1,FALSE,0
Chinese Grand Prix,SAI,53,0 days 00:01:40.561000,HARD,3,36,5,274,266,258,308,18.2,27.7,68,1.4,FALSE,0
Chinese Grand Prix,SAI,54,0 days 00:01:40.281000,HARD,3,37,5,276,269,259,310,18.2,27.5,68,1.5,FALSE,0
Chinese Grand Prix,SAI,55,0 days 00:01:40.711000,HARD,3,38,5,256.0495858,268,258,308,18.2,27.4,67,2.2,FALSE,0
Chinese Grand Prix,SAI,56,0 days 00:01:40.410000,HARD,3,39,5,256.0495858,269,259,307,18.2,27.3,68,1.1,FALSE,0
Azerbaijan Grand Prix,SAI,1,0 days 00:01:54.797000,MEDIUM,1,1,4,185,207,314,316,26.8,45.3,41,0.8,FALSE,0
Azerbaijan Grand Prix,SAI,2,0 days 00:01:49.120000,MEDIUM,1,2,4,202,205,340,318,26.8,45.6,41,1.7,FALSE,0
Azerbaijan Grand Prix,SAI,3,0 days 00:01:49.375000,MEDIUM,1,3,4,203,208,313,318,26.9,45.7,37,1,FALSE,0
Azerbaijan Grand Prix,SAI,4,0 days 00:01:49.167000,MEDIUM,1,4,4,204,202,320,319,26.8,44.9,37,1.5,FALSE,0
Azerbaijan Grand Prix,SAI,5,0 days 00:01:49.039000,MEDIUM,1,5,4,196,199,318,318,26.4,44.5,39,1.7,FALSE,0
Azerbaijan Grand Prix,SAI,6,0 days 00:01:48.826000,MEDIUM,1,6,4,245.0161073,205,321,316,26.3,45,40,0.8,FALSE,0
Azerbaijan Grand Prix,SAI,7,0 days 00:01:48.596000,MEDIUM,1,7,4,192,205,317,317,26.3,44.6,39,2.3,FALSE,0
Azerbaijan Grand Prix,SAI,8,0 days 00:01:48.482000,MEDIUM,1,8,4,205,211,316,316,26.3,44.7,40,0.9,FALSE,0
Azerbaijan Grand Prix,SAI,9,0 days 00:01:48.154000,MEDIUM,1,9,4,207,209,316,316,26.5,44.7,40,0.9,FALSE,0
Azerbaijan Grand Prix,SAI,10,0 days 00:01:48.389000,MEDIUM,1,10,4,200,211,316,317,26.8,44.7,37,2.2,FALSE,0
Azerbaijan Grand Prix,SAI,11,0 days 00:01:48.770000,MEDIUM,1,11,4,192,208,317,317,26.7,44.7,37,0.8,FALSE,0
Azerbaijan Grand Prix,SAI,12,0 days 00:01:49.348000,MEDIUM,1,12,4,212,210,316,315,26.9,44.8,37,0.9,FALSE,0
Azerbaijan Grand Prix,SAI,13,0 days 00:01:48.594000,MEDIUM,1,13,3,201,206,316,318,26.8,44.3,38,0.8,FALSE,0
Azerbaijan Grand Prix,SAI,14,0 days 00:01:48.672000,MEDIUM,1,14,3,245.0161073,207,314,314,27,44.7,36,1.4,FALSE,0
Azerbaijan Grand Prix,SAI,15,0 days 00:01:49.316000,MEDIUM,1,15,2,200,203,313,315,26.5,44.1,37,2.3,FALSE,0
Azerbaijan Grand Prix,SAI,16,0 days 00:01:49.360000,MEDIUM,1,16,2,211,201,311,313,26.5,44.1,36,1.3,FALSE,0
Azerbaijan Grand Prix,SAI,17,0 days 00:01:53.944000,MEDIUM,1,17,1,199,201,245.0161073,312,26.5,44,36,1.4,FALSE,0
Azerbaijan Grand Prix,SAI,18,0 days 00:02:05.361000,HARD,3,1,6,195,208,312,316,26.3,43.8,37,1.2,FALSE,0
Azerbaijan Grand Prix,SAI,19,0 days 00:01:47.939000,HARD,3,2,6,203,216,315,316,26.4,43.9,36,1.9,FALSE,0
Azerbaijan Grand Prix,SAI,20,0 days 00:01:48.091000,HARD,3,3,6,202,205,318,319,26.6,44.1,36,0.9,FALSE,0
Azerbaijan Grand Prix,SAI,21,0 days 00:01:47.879000,HARD,3,4,6,200,202,338,323,27.1,44.4,35,1.9,FALSE,0
Azerbaijan Grand Prix,SAI,22,0 days 00:01:48.582000,HARD,3,5,6,196,209,349,324,27,43.4,36,1.7,FALSE,0
Azerbaijan Grand Prix,SAI,23,0 days 00:01:48.331000,HARD,3,6,5,201,205,344,320,27,44.2,37,1.5,FALSE,0
Azerbaijan Grand Prix,SAI,24,0 days 00:01:48.474000,HARD,3,7,4,206,215,312,315,26.7,43.6,36,2.6,FALSE,0
Azerbaijan Grand Prix,SAI,25,0 days 00:01:47.746000,HARD,3,8,4,204,214,313,316,26.2,42.8,38,2.6,FALSE,0
