Race,Driver,LapNumber,LapTime,Compound,Compound2,TyreLife,Position,Speedl1,Speedl2,SpeedFL,SpeedST,AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall,RainFall2
United States Grand Prix,SAI,23,0 days 00:01:38.731000,HARD,3,2,5,219,182,201,304,28.4,47.8,35,1.4,FALSE,0
United States Grand Prix,SAI,24,0 days 00:01:39.113000,HARD,3,3,5,253.4838623,184,203,302,28.4,47.7,34,1.4,FALSE,0
United States Grand Prix,SAI,25,0 days 00:01:39.355000,HARD,3,4,5,218,181,201,305,28.5,47.8,33,1.6,FALSE,0
United States Grand Prix,SAI,26,0 days 00:01:39.342000,HARD,3,5,4,210,182,202,306,28.5,48,33,1.1,FALSE,0
United States Grand Prix,SAI,27,0 days 00:01:38.960000,HARD,3,6,4,253.4838623,182,203,309,28.5,47.3,33,1.1,FALSE,0
United States Grand Prix,SAI,28,0 days 00:01:39.054000,HARD,3,7,4,212,181,204,310,28.5,47.5,34,1.9,FALSE,0
United States Grand Prix,SAI,29,0 days 00:01:39.203000,HARD,3,8,4,209,181,202,306,28.7,47.2,33,0.8,FALSE,0
United States Grand Prix,SAI,30,0 days 00:01:38.674000,HARD,3,9,4,218,183,203,306,29,47.7,32,1,FALSE,0
United States Grand Prix,SAI,31,0 days 00:01:39.281000,HARD,3,10,4,253.4838623,182,202,305,28.9,47.7,32,1.7,FALSE,0
United States Grand Prix,SAI,32,0 days 00:01:39.025000,HARD,3,11,3,211,183,202,303,28.8,47.4,32,0.7,FALSE,0
United States Grand Prix,SAI,33,0 days 00:01:38.760000,HARD,3,12,2,212,185,203,306,28.7,47.7,32,1.9,FALSE,0
United States Grand Prix,SAI,34,0 days 00:01:38.812000,HARD,3,13,2,215,181,204,304,28.8,47.4,33,2.8,FALSE,0
United States Grand Prix,SAI,35,0 days 00:01:38.620000,HARD,3,14,2,253.4838623,183,203,303,28.8,47.1,33,0.8,FALSE,0
United States Grand Prix,SAI,36,0 days 00:01:38.587000,HARD,3,15,2,213,183,203,302,28.8,47,33,0.8,FALSE,0
United States Grand Prix,SAI,37,0 days 00:01:38.428000,HARD,3,16,2,217,184,203,305,28.9,47.2,33,0.7,FALSE,0
United States Grand Prix,SAI,38,0 days 00:01:38.189000,HARD,3,17,2,215,185,203,307,28.9,47.1,33,1,FALSE,0
United States Grand Prix,SAI,39,0 days 00:01:38.075000,HARD,3,18,2,220,182,204,311,29,47.1,33,1.8,FALSE,0
United States Grand Prix,SAI,40,0 days 00:01:38.082000,HARD,3,19,2,221,185,202,314,29,46.9,32,1.4,FALSE,0
United States Grand Prix,SAI,41,0 days 00:01:37.786000,HARD,3,20,2,219,184,204,314,28.9,47.4,32,1.2,FALSE,0
United States Grand Prix,SAI,42,0 days 00:01:37.763000,HARD,3,21,2,253.4838623,184,204,312,28.9,47.4,32,0.9,FALSE,0
United States Grand Prix,SAI,43,0 days 00:01:38.223000,HARD,3,22,2,220,184,203,308,29,46.4,33,1.1,FALSE,0
United States Grand Prix,SAI,44,0 days 00:01:38.450000,HARD,3,23,2,216,185,204,308,29,46.2,33,0.9,FALSE,0
United States Grand Prix,SAI,45,0 days 00:01:38.280000,HARD,3,24,2,253.4838623,185,204,311,29,46.5,33,0.5,FALSE,0
United States Grand Prix,SAI,46,0 days 00:01:38.618000,HARD,3,25,2,253.4838623,182,204,314,29.1,47,32,1.4,FALSE,0
United States Grand Prix,SAI,47,0 days 00:01:38.883000,HARD,3,26,2,211,184,205,307,29.1,47,32,1.8,FALSE,0
United States Grand Prix,SAI,48,0 days 00:01:38.130000,HARD,3,27,2,217,183,205,304,29.1,46.7,32,2.1,FALSE,0
United States Grand Prix,SAI,49,0 days 00:01:38.584000,HARD,3,28,2,253.4838623,182,205,308,29,46.7,33,0.8,FALSE,0
United States Grand Prix,SAI,50,0 days 00:01:38.270000,HARD,3,29,2,214,183,205,303,28.9,46.6,32,1.3,FALSE,0
United States Grand Prix,SAI,51,0 days 00:01:38.501000,HARD,3,30,2,211,183,207,304,29.3,46.7,31,0,FALSE,0
United States Grand Prix,SAI,52,0 days 00:01:38.088000,HARD,3,31,2,220,182,205,292,29.2,46.5,31,1.3,FALSE,0
United States Grand Prix,SAI,53,0 days 00:01:38.170000,HARD,3,32,2,219,182,206,288,29.2,46.5,31,0.7,FALSE,0
United States Grand Prix,SAI,54,0 days 00:01:38.200000,HARD,3,33,2,217,180,206,296,29.1,46,31,1.7,FALSE,0
United States Grand Prix,SAI,55,0 days 00:01:39.009000,HARD,3,34,2,219,182,205,269,29.3,46.1,32,1.2,FALSE,0
United States Grand Prix,SAI,56,0 days 00:01:41.083000,HARD,3,35,2,216,172,202,233,29.2,46.1,32,1.3,FALSE,0
Mexican Grand Prix,SAI,1,0 days 00:01:47.224000,MEDIUM,1,1,4,227,135,193,310,19.8,37,50,1.3,FALSE,0
Mexican Grand Prix,SAI,2,0 days 00:02:17.937000,MEDIUM,1,2,2,100,176,208,194,20,36.6,50,2.9,FALSE,0
Mexican Grand Prix,SAI,3,0 days 00:02:13.771000,MEDIUM,1,3,2,130,178,200,142,20,36.1,50,2.7,FALSE,0
Mexican Grand Prix,SAI,4,0 days 00:02:10.043000,MEDIUM,1,4,2,122,235,195,122,20,36.1,52,0.9,FALSE,0
Mexican Grand Prix,SAI,5,0 days 00:02:09.925000,MEDIUM,1,5,2,147,217,197,158,20,36,51,1,FALSE,0
Mexican Grand Prix,SAI,6,0 days 00:02:03.834000,MEDIUM,1,6,2,202,189,249,236,20.1,35.7,51,2.5,FALSE,0
Mexican Grand Prix,SAI,7,0 days 00:01:21.830000,MEDIUM,1,7,2,276,281,248,329,20.2,37.2,51,1.7,FALSE,0
Mexican Grand Prix,SAI,8,0 days 00:01:21.284000,MEDIUM,1,8,2,290,287,247,328,20.3,37.7,50,2.9,FALSE,0
Mexican Grand Prix,SAI,9,0 days 00:01:22.493000,MEDIUM,1,9,1,305,281,248,349,20.2,36.5,51,2.4,FALSE,0
Mexican Grand Prix,SAI,10,0 days 00:01:22.438000,MEDIUM,1,10,1,278,280,247,325,20.1,36.6,50,1.8,FALSE,0
Mexican Grand Prix,SAI,11,0 days 00:01:21.847000,MEDIUM,1,11,1,287,280,247,324,20.1,36.9,50,1.5,FALSE,0
Mexican Grand Prix,SAI,12,0 days 00:01:21.515000,MEDIUM,1,12,1,288,281,249,325,20.2,36.7,50,1.5,FALSE,0
Mexican Grand Prix,SAI,13,0 days 00:01:21.715000,MEDIUM,1,13,1,296,280,247,326,20.1,36.5,50,3.6,FALSE,0
Mexican Grand Prix,SAI,14,0 days 00:01:21.475000,MEDIUM,1,14,1,292,279,247,254.8889048,20.1,35.6,50,1.8,FALSE,0
Mexican Grand Prix,SAI,15,0 days 00:01:21.516000,MEDIUM,1,15,1,295,280,247,328,20.1,34.8,51,1.4,FALSE,0
Mexican Grand Prix,SAI,16,0 days 00:01:21.590000,MEDIUM,1,16,1,291,281,247,254.8889048,20,34.8,51,1.9,FALSE,0
Mexican Grand Prix,SAI,17,0 days 00:01:22.012000,MEDIUM,1,17,1,254.8889048,280,247,254.8889048,20,34.7,51,3.2,FALSE,0
Mexican Grand Prix,SAI,18,0 days 00:01:21.765000,MEDIUM,1,18,1,293,281,247,254.8889048,20.3,36.6,50,2.6,FALSE,0
Mexican Grand Prix,SAI,19,0 days 00:01:21.715000,MEDIUM,1,19,1,290,281,247,326,20.4,37.3,49,2.3,FALSE,0
Mexican Grand Prix,SAI,20,0 days 00:01:21.789000,MEDIUM,1,20,1,291,281,247,325,20.5,37.4,49,2.1,FALSE,0
Mexican Grand Prix,SAI,21,0 days 00:01:21.413000,MEDIUM,1,21,1,292,281,248,326,20.4,37.8,49,2.1,FALSE,0
Mexican Grand Prix,SAI,22,0 days 00:01:21.682000,MEDIUM,1,22,1,293,281,247,328,20.5,37.8,49,2.1,FALSE,0
Mexican Grand Prix,SAI,23,0 days 00:01:21.516000,MEDIUM,1,23,1,294,282,247,254.8889048,20.8,38.1,49,1.3,FALSE,0
Mexican Grand Prix,SAI,24,0 days 00:01:21.428000,MEDIUM,1,24,1,254.8889048,281,248,329,20.9,38.6,48,2.7,FALSE,0
Mexican Grand Prix,SAI,25,0 days 00:01:21.659000,MEDIUM,1,25,1,293,281,248,254.8889048,21,38.6,48,2.5,FALSE,0
Mexican Grand Prix,SAI,26,0 days 00:01:21.596000,MEDIUM,1,26,1,292,281,247,254.8889048,21,38.7,48,2.4,FALSE,0
Mexican Grand Prix,SAI,27,0 days 00:01:21.827000,MEDIUM,1,27,1,254.8889048,281,247,328,21,39,48,2.1,FALSE,0
Mexican Grand Prix,SAI,28,0 days 00:01:22.008000,MEDIUM,1,28,1,296,283,247,330,21.1,39.3,49,1.2,FALSE,0
Mexican Grand Prix,SAI,29,0 days 00:01:21.869000,MEDIUM,1,29,1,291,283,247,328,21,39.5,49,0.9,FALSE,0
Mexican Grand Prix,SAI,30,0 days 00:01:21.837000,MEDIUM,1,30,1,294,284,246,254.8889048,21,39.5,48,1.3,FALSE,0
Mexican Grand Prix,SAI,31,0 days 00:01:22.057000,MEDIUM,1,31,1,254.8889048,283,247,329,21.1,39.7,48,0.8,FALSE,0
Mexican Grand Prix,SAI,32,0 days 00:01:25.108000,MEDIUM,1,32,1,296,283,254.8889048,330,21.1,40,47,1.3,FALSE,0
Mexican Grand Prix,SAI,33,0 days 00:01:39.813000,HARD,3,1,1,286,282,250,309,21.2,40.2,47,2,FALSE,0
Mexican Grand Prix,SAI,34,0 days 00:01:21.037000,HARD,3,2,1,289,282,250,327,21.1,40.2,47,2,FALSE,0
Mexican Grand Prix,SAI,35,0 days 00:01:21.190000,HARD,3,3,1,296,282,249,254.8889048,21,39.9,47,2,FALSE,0
Mexican Grand Prix,SAI,36,0 days 00:01:21.079000,HARD,3,4,1,292,282,250,329,21.2,39.6,47,1.7,FALSE,0
Mexican Grand Prix,SAI,37,0 days 00:01:21.153000,HARD,3,5,1,291,282,251,330,21.2,39.5,47,2.4,FALSE,0
Mexican Grand Prix,SAI,38,0 days 00:01:20.616000,HARD,3,6,1,294,283,250,331,21.1,38.4,47,2.2,FALSE,0
Mexican Grand Prix,SAI,39,0 days 00:01:20.995000,HARD,3,7,1,254.8889048,284,249,329,20.9,38.2,48,2.5,FALSE,0
Mexican Grand Prix,SAI,40,0 days 00:01:20.688000,HARD,3,8,1,295,285,250,254.8889048,20.9,38.1,49,1,FALSE,0
Mexican Grand Prix,SAI,41,0 days 00:01:20.980000,HARD,3,9,1,254.8889048,285,249,254.8889048,20.8,38.5,48,1.5,FALSE,0
Mexican Grand Prix,SAI,42,0 days 00:01:20.939000,HARD,3,10,1,294,284,249,331,20.5,37.5,49,2.3,FALSE,0
Mexican Grand Prix,SAI,43,0 days 00:01:20.840000,HARD,3,11,1,295,284,249,330,20.5,36.6,49,2.2,FALSE,0
Mexican Grand Prix,SAI,44,0 days 00:01:20.806000,HARD,3,12,1,298,284,249,331,20.4,35.8,49,2.8,FALSE,0
Mexican Grand Prix,SAI,45,0 days 00:01:20.582000,HARD,3,13,1,294,284,249,326,20.4,35.3,48,1.7,FALSE,0
Mexican Grand Prix,SAI,46,0 days 00:01:20.592000,HARD,3,14,1,254.8889048,285,249,327,20.4,34.8,48,1.3,FALSE,0
Mexican Grand Prix,SAI,47,0 days 00:01:20.375000,HARD,3,15,1,296,285,250,329,20.3,34.5,48,3.8,FALSE,0
Mexican Grand Prix,SAI,48,0 days 00:01:20.747000,HARD,3,16,1,299,286,250,330,20.2,33.8,49,2.9,FALSE,0
Mexican Grand Prix,SAI,49,0 days 00:01:20.815000,HARD,3,17,1,300,286,250,331,20.2,33.5,50,1.7,FALSE,0
Mexican Grand Prix,SAI,50,0 days 00:01:20.733000,HARD,3,18,1,297,287,249,334,20.2,33.1,50,1.6,FALSE,0
Mexican Grand Prix,SAI,51,0 days 00:01:20.825000,HARD,3,19,1,294,284,250,254.8889048,20.1,33.1,51,2.8,FALSE,0
Mexican Grand Prix,SAI,52,0 days 00:01:20.965000,HARD,3,20,1,254.8889048,290,249,254.8889048,20.1,32.8,51,3.7,FALSE,0
Mexican Grand Prix,SAI,53,0 days 00:01:20.719000,HARD,3,21,1,299,293,249,336,20,32.6,51,3.1,FALSE,0
Mexican Grand Prix,SAI,54,0 days 00:01:20.650000,HARD,3,22,1,293,285,249,330,20,32.3,52,1.3,FALSE,0
Mexican Grand Prix,SAI,55,0 days 00:01:20.306000,HARD,3,23,1,294,287,250,326,20,32.3,51,2.7,FALSE,0
Mexican Grand Prix,SAI,56,0 days 00:01:20.256000,HARD,3,24,1,254.8889048,285,251,327,20,32.1,51,2.7,FALSE,0
Mexican Grand Prix,SAI,57,0 days 00:01:20.315000,HARD,3,25,1,296,286,251,328,20,32.1,51,2.4,FALSE,0
Mexican Grand Prix,SAI,58,0 days 00:01:20.341000,HARD,3,26,1,297,286,250,329,20,31.6,52,2.8,FALSE,0
Mexican Grand Prix,SAI,59,0 days 00:01:20.730000,HARD,3,27,1,294,286,250,333,20,31.4,52,2.9,FALSE,0
Mexican Grand Prix,SAI,60,0 days 00:01:20.326000,HARD,3,28,1,289,285,251,330,20,31.3,52,2.3,FALSE,0
Mexican Grand Prix,SAI,61,0 days 00:01:20.215000,HARD,3,29,1,294,284,252,328,20,31.3,52,2.9,FALSE,0
Mexican Grand Prix,SAI,62,0 days 00:01:20.137000,HARD,3,30,1,295,284,252,254.8889048,19.9,31.1,53,3.9,FALSE,0
Mexican Grand Prix,SAI,63,0 days 00:01:20.556000,HARD,3,31,1,294,285,250,327,19.8,31.1,53,3.5,FALSE,0
Mexican Grand Prix,SAI,64,0 days 00:01:20.493000,HARD,3,32,1,297,285,250,330,19.8,31,53,4.2,FALSE,0
Mexican Grand Prix,SAI,65,0 days 00:01:20.523000,HARD,3,33,1,296,285,251,331,19.8,31,53,2.8,FALSE,0
Mexican Grand Prix,SAI,66,0 days 00:01:20.301000,HARD,3,34,1,300,284,252,254.8889048,19.9,31.2,53,2.4,FALSE,0
Mexican Grand Prix,SAI,67,0 days 00:01:20.651000,HARD,3,35,1,299,286,252,254.8889048,19.9,31.2,53,2.1,FALSE,0
Mexican Grand Prix,SAI,68,0 days 00:01:20.375000,HARD,3,36,1,301,287,252,333,19.9,30.9,52,3.7,FALSE,0
Mexican Grand Prix,SAI,69,0 days 00:01:20.398000,HARD,3,37,1,297,286,251,254.8889048,19.8,31,53,3.6,FALSE,0
Mexican Grand Prix,SAI,70,0 days 00:01:20.435000,HARD,3,38,1,300,286,253,254.8889048,19.7,30.9,53,2.8,FALSE,0
Mexican Grand Prix,SAI,71,0 days 00:01:20.585000,HARD,3,39,1,302,287,248,334,19.8,30.6,53,2.3,FALSE,0
